idProduktu,NazwaTypPozycja,WartoscPozycja,Ilosc
368,Wielkość:select:0,Średni:0,1
368,Wielkość:select:1,Bardzo duży:1,2
369,Kolor:select:0,Burgundowy:0,1
369,Kolor:select:1,Zielony:1,2
369,Wielkość:select:0,Mały:0,1
369,Wielkość:select:1,Średni:1,2
370,Kolor:select:0,Błękitny:0,1
370,Wielkość:select:0,Bardzo mały:0,1
371,Kolor:select:0,Czerwony:0,1
371,Kolor:select:1,Burgundowy:1,2
371,Kolor:select:2,Pomarańczowy:2,3
371,Wielkość:select:0,Mały:0,1
371,Wielkość:select:1,Duży:1,2
372,Kolor:select:0,Zielony:0,1
372,Kolor:select:1,Niebieski:1,2
372,Wielkość:select:0,Średni:0,1
373,Kolor:select:0,Pomarańczowy:0,1
373,Kolor:select:1,Czerwony:1,2
373,Kolor:select:2,Burgundowy:2,3
373,Wielkość:select:0,Bardzo mały:0,1
373,Wielkość:select:1,Średni:1,2
374,Kolor:select:0,Błękitny:0,1
374,Wielkość:select:0,Bardzo duży:0,1
374,Wielkość:select:1,Duży:1,2
375,Kolor:select:0,Niebieski:0,1
375,Wielkość:select:0,Bardzo duży:0,1
375,Wielkość:select:1,Bardzo mały:1,2
376,Kolor:select:0,Niebieski:0,1
376,Kolor:select:1,Błękitny:1,2
376,Wielkość:select:0,Średni:0,1
377,Kolor:select:0,Błękitny:0,1
377,Kolor:select:1,Pomarańczowy:1,2
377,Wielkość:select:0,Bardzo duży:0,1
378,Kolor:select:0,Czerwony:0,1
378,Kolor:select:1,Pomarańczowy:1,2
378,Wielkość:select:0,Bardzo duży:0,1
378,Wielkość:select:1,Duży:1,2
379,Kolor:select:0,Zielony:0,1
379,Kolor:select:1,Czerwony:1,2
379,Wielkość:select:0,Bardzo mały:0,1
379,Wielkość:select:1,Średni:1,2
380,Kolor:select:0,Czerwony:0,1
380,Kolor:select:1,Pomarańczowy:1,2
380,Wielkość:select:0,Bardzo mały:0,1
381,Kolor:select:0,Niebieski:0,1
381,Wielkość:select:0,Średni:0,1
381,Wielkość:select:1,Duży:1,2
382,Kolor:select:0,Pomarańczowy:0,1
382,Kolor:select:1,Niebieski:1,2
382,Wielkość:select:0,Średni:0,1
383,Kolor:select:0,Czerwony:0,1
383,Wielkość:select:0,Bardzo duży:0,1
383,Wielkość:select:1,Mały:1,2
384,Kolor:select:0,Błękitny:0,1
384,Kolor:select:1,Czerwony:1,2
384,Kolor:select:2,Niebieski:2,3
384,Wielkość:select:0,Bardzo duży:0,1
385,Kolor:select:0,Zielony:0,1
385,Wielkość:select:0,Mały:0,1
385,Wielkość:select:1,Bardzo mały:1,2
386,Kolor:select:0,Niebieski:0,1
386,Kolor:select:1,Burgundowy:1,2
386,Wielkość:select:0,Mały:0,1
387,Kolor:select:0,Lazurowy:0,1
387,Kolor:select:1,Błękitny:1,2
387,Wielkość:select:0,Bardzo mały:0,1
387,Wielkość:select:1,Bardzo duży:1,2
388,Kolor:select:0,Lazurowy:0,1
388,Kolor:select:1,Burgundowy:1,2
388,Wielkość:select:0,Duży:0,1
388,Wielkość:select:1,Średni:1,2
389,Kolor:select:0,Zielony:0,1
389,Wielkość:select:0,Bardzo duży:0,1
389,Wielkość:select:1,Średni:1,2
390,Kolor:select:0,Niebieski:0,1
390,Kolor:select:1,Pomarańczowy:1,2
390,Kolor:select:2,Burgundowy:2,3
390,Wielkość:select:0,Bardzo mały:0,1
391,Kolor:select:0,Czerwony:0,1
391,Kolor:select:1,Pomarańczowy:1,2
391,Kolor:select:2,Lazurowy:2,3
391,Wielkość:select:0,Bardzo mały:0,1
391,Wielkość:select:1,Mały:1,2
392,Kolor:select:0,Niebieski:0,1
392,Kolor:select:1,Lazurowy:1,2
392,Wielkość:select:0,Bardzo mały:0,1
393,Kolor:select:0,Czerwony:0,1
393,Wielkość:select:0,Bardzo duży:0,1
394,Kolor:select:0,Burgundowy:0,1
394,Kolor:select:1,Lazurowy:1,2
394,Wielkość:select:0,Mały:0,1
394,Wielkość:select:1,Średni:1,2
395,Kolor:select:0,Zielony:0,1
395,Kolor:select:1,Błękitny:1,2
395,Kolor:select:2,Burgundowy:2,3
395,Wielkość:select:0,Średni:0,1
395,Wielkość:select:1,Duży:1,2
396,Kolor:select:0,Lazurowy:0,1
396,Kolor:select:1,Pomarańczowy:1,2
396,Wielkość:select:0,Bardzo duży:0,1
396,Wielkość:select:1,Duży:1,2
397,Kolor:select:0,Błękitny:0,1
397,Kolor:select:1,Zielony:1,2
397,Wielkość:select:0,Mały:0,1
398,Kolor:select:0,Lazurowy:0,1
398,Kolor:select:1,Zielony:1,2
398,Wielkość:select:0,Bardzo mały:0,1
398,Wielkość:select:1,Mały:1,2
399,Kolor:select:0,Lazurowy:0,1
399,Wielkość:select:0,Bardzo mały:0,1
400,Kolor:select:0,Pomarańczowy:0,1
400,Kolor:select:1,Lazurowy:1,2
400,Wielkość:select:0,Bardzo mały:0,1
401,Kolor:select:0,Pomarańczowy:0,1
401,Kolor:select:1,Czerwony:1,2
401,Kolor:select:2,Lazurowy:2,3
401,Wielkość:select:0,Duży:0,1
402,Kolor:select:0,Niebieski:0,1
402,Kolor:select:1,Czerwony:1,2
402,Kolor:select:2,Zielony:2,3
402,Wielkość:select:0,Bardzo mały:0,1
403,Kolor:select:0,Zielony:0,1
403,Kolor:select:1,Czerwony:1,2
403,Wielkość:select:0,Bardzo mały:0,1
403,Wielkość:select:1,Średni:1,2
404,Kolor:select:0,Burgundowy:0,1
404,Wielkość:select:0,Bardzo mały:0,1
404,Wielkość:select:1,Mały:1,2
405,Kolor:select:0,Pomarańczowy:0,1
405,Wielkość:select:0,Mały:0,1
406,Kolor:select:0,Niebieski:0,1
406,Kolor:select:1,Zielony:1,2
406,Kolor:select:2,Czerwony:2,3
406,Wielkość:select:0,Średni:0,1
407,Kolor:select:0,Burgundowy:0,1
407,Wielkość:select:0,Mały:0,1
407,Wielkość:select:1,Bardzo mały:1,2
408,Kolor:select:0,Czerwony:0,1
408,Kolor:select:1,Zielony:1,2
408,Kolor:select:2,Błękitny:2,3
408,Wielkość:select:0,Bardzo mały:0,1
408,Wielkość:select:1,Bardzo duży:1,2
409,Kolor:select:0,Pomarańczowy:0,1
409,Kolor:select:1,Burgundowy:1,2
409,Kolor:select:2,Zielony:2,3
409,Wielkość:select:0,Bardzo mały:0,1
410,Kolor:select:0,Czerwony:0,1
410,Wielkość:select:0,Bardzo duży:0,1
410,Wielkość:select:1,Duży:1,2
411,Kolor:select:0,Burgundowy:0,1
411,Kolor:select:1,Lazurowy:1,2
411,Kolor:select:2,Zielony:2,3
411,Wielkość:select:0,Bardzo mały:0,1
412,Kolor:select:0,Zielony:0,1
412,Kolor:select:1,Burgundowy:1,2
412,Kolor:select:2,Czerwony:2,3
412,Wielkość:select:0,Duży:0,1
412,Wielkość:select:1,Bardzo duży:1,2
413,Kolor:select:0,Pomarańczowy:0,1
413,Kolor:select:1,Niebieski:1,2
413,Kolor:select:2,Czerwony:2,3
413,Wielkość:select:0,Duży:0,1
414,Kolor:select:0,Niebieski:0,1
414,Kolor:select:1,Czerwony:1,2
414,Wielkość:select:0,Bardzo duży:0,1
415,Kolor:select:0,Zielony:0,1
415,Kolor:select:1,Błękitny:1,2
415,Kolor:select:2,Pomarańczowy:2,3
415,Wielkość:select:0,Mały:0,1
415,Wielkość:select:1,Bardzo duży:1,2
416,Kolor:select:0,Zielony:0,1
416,Kolor:select:1,Czerwony:1,2
416,Wielkość:select:0,Bardzo duży:0,1
417,Kolor:select:0,Niebieski:0,1
417,Kolor:select:1,Pomarańczowy:1,2
417,Kolor:select:2,Lazurowy:2,3
417,Wielkość:select:0,Średni:0,1
417,Wielkość:select:1,Duży:1,2
418,Kolor:select:0,Pomarańczowy:0,1
418,Kolor:select:1,Lazurowy:1,2
418,Wielkość:select:0,Bardzo duży:0,1
419,Kolor:select:0,Zielony:0,1
419,Wielkość:select:0,Duży:0,1
419,Wielkość:select:1,Średni:1,2
420,Kolor:select:0,Burgundowy:0,1
420,Wielkość:select:0,Duży:0,1
421,Kolor:select:0,Niebieski:0,1
421,Wielkość:select:0,Duży:0,1
422,Kolor:select:0,Niebieski:0,1
422,Kolor:select:1,Pomarańczowy:1,2
422,Kolor:select:2,Lazurowy:2,3
422,Wielkość:select:0,Duży:0,1
422,Wielkość:select:1,Średni:1,2
423,Kolor:select:0,Niebieski:0,1
423,Kolor:select:1,Błękitny:1,2
423,Wielkość:select:0,Średni:0,1
423,Wielkość:select:1,Duży:1,2
424,Kolor:select:0,Pomarańczowy:0,1
424,Wielkość:select:0,Duży:0,1
425,Kolor:select:0,Pomarańczowy:0,1
425,Kolor:select:1,Czerwony:1,2
425,Kolor:select:2,Lazurowy:2,3
425,Wielkość:select:0,Bardzo mały:0,1
425,Wielkość:select:1,Średni:1,2
426,Kolor:select:0,Czerwony:0,1
426,Kolor:select:1,Lazurowy:1,2
426,Wielkość:select:0,Duży:0,1
427,Kolor:select:0,Pomarańczowy:0,1
427,Kolor:select:1,Czerwony:1,2
427,Wielkość:select:0,Duży:0,1
427,Wielkość:select:1,Mały:1,2
428,Kolor:select:0,Błękitny:0,1
428,Kolor:select:1,Burgundowy:1,2
428,Wielkość:select:0,Mały:0,1
429,Kolor:select:0,Czerwony:0,1
429,Kolor:select:1,Błękitny:1,2
429,Wielkość:select:0,Duży:0,1
430,Kolor:select:0,Lazurowy:0,1
430,Wielkość:select:0,Duży:0,1
431,Kolor:select:0,Burgundowy:0,1
431,Kolor:select:1,Pomarańczowy:1,2
431,Kolor:select:2,Lazurowy:2,3
431,Wielkość:select:0,Bardzo duży:0,1
431,Wielkość:select:1,Mały:1,2
432,Kolor:select:0,Czerwony:0,1
432,Kolor:select:1,Pomarańczowy:1,2
432,Kolor:select:2,Burgundowy:2,3
432,Wielkość:select:0,Bardzo duży:0,1
433,Kolor:select:0,Lazurowy:0,1
433,Wielkość:select:0,Mały:0,1
433,Wielkość:select:1,Duży:1,2
434,Kolor:select:0,Czerwony:0,1
434,Wielkość:select:0,Bardzo duży:0,1
435,Kolor:select:0,Lazurowy:0,1
435,Kolor:select:1,Zielony:1,2
435,Wielkość:select:0,Mały:0,1
435,Wielkość:select:1,Średni:1,2
436,Kolor:select:0,Burgundowy:0,1
436,Kolor:select:1,Niebieski:1,2
436,Wielkość:select:0,Średni:0,1
437,Kolor:select:0,Pomarańczowy:0,1
437,Wielkość:select:0,Duży:0,1
438,Kolor:select:0,Błękitny:0,1
438,Wielkość:select:0,Średni:0,1
439,Kolor:select:0,Czerwony:0,1
439,Wielkość:select:0,Duży:0,1
440,Kolor:select:0,Lazurowy:0,1
440,Wielkość:select:0,Duży:0,1
440,Wielkość:select:1,Bardzo mały:1,2
441,Kolor:select:0,Niebieski:0,1
441,Kolor:select:1,Pomarańczowy:1,2
441,Kolor:select:2,Zielony:2,3
441,Wielkość:select:0,Mały:0,1
442,Kolor:select:0,Pomarańczowy:0,1
442,Kolor:select:1,Błękitny:1,2
442,Wielkość:select:0,Bardzo mały:0,1
442,Wielkość:select:1,Bardzo duży:1,2
443,Kolor:select:0,Czerwony:0,1
443,Kolor:select:1,Lazurowy:1,2
443,Wielkość:select:0,Średni:0,1
444,Kolor:select:0,Lazurowy:0,1
444,Kolor:select:1,Czerwony:1,2
444,Wielkość:select:0,Średni:0,1
445,Kolor:select:0,Czerwony:0,1
445,Wielkość:select:0,Średni:0,1
446,Kolor:select:0,Czerwony:0,1
446,Wielkość:select:0,Bardzo duży:0,1
447,Kolor:select:0,Błękitny:0,1
447,Wielkość:select:0,Bardzo duży:0,1
447,Wielkość:select:1,Bardzo mały:1,2
448,Kolor:select:0,Błękitny:0,1
448,Kolor:select:1,Lazurowy:1,2
448,Kolor:select:2,Czerwony:2,3
448,Wielkość:select:0,Mały:0,1
448,Wielkość:select:1,Bardzo duży:1,2
449,Kolor:select:0,Zielony:0,1
449,Wielkość:select:0,Duży:0,1
450,Kolor:select:0,Lazurowy:0,1
450,Kolor:select:1,Niebieski:1,2
450,Kolor:select:2,Czerwony:2,3
450,Wielkość:select:0,Bardzo mały:0,1
450,Wielkość:select:1,Mały:1,2
451,Kolor:select:0,Zielony:0,1
451,Wielkość:select:0,Mały:0,1
452,Kolor:select:0,Błękitny:0,1
452,Wielkość:select:0,Mały:0,1
452,Wielkość:select:1,Bardzo duży:1,2
453,Kolor:select:0,Zielony:0,1
453,Kolor:select:1,Czerwony:1,2
453,Kolor:select:2,Pomarańczowy:2,3
453,Wielkość:select:0,Mały:0,1
453,Wielkość:select:1,Duży:1,2
454,Kolor:select:0,Czerwony:0,1
454,Kolor:select:1,Burgundowy:1,2
454,Wielkość:select:0,Bardzo mały:0,1
455,Kolor:select:0,Niebieski:0,1
455,Wielkość:select:0,Duży:0,1
455,Wielkość:select:1,Bardzo mały:1,2
456,Kolor:select:0,Lazurowy:0,1
456,Kolor:select:1,Burgundowy:1,2
456,Wielkość:select:0,Średni:0,1
456,Wielkość:select:1,Duży:1,2
457,Kolor:select:0,Burgundowy:0,1
457,Wielkość:select:0,Bardzo mały:0,1
457,Wielkość:select:1,Mały:1,2
458,Kolor:select:0,Lazurowy:0,1
458,Kolor:select:1,Czerwony:1,2
458,Wielkość:select:0,Mały:0,1
458,Wielkość:select:1,Bardzo mały:1,2
459,Kolor:select:0,Czerwony:0,1
459,Kolor:select:1,Niebieski:1,2
459,Wielkość:select:0,Bardzo mały:0,1
460,Kolor:select:0,Niebieski:0,1
460,Wielkość:select:0,Bardzo mały:0,1
460,Wielkość:select:1,Duży:1,2
461,Kolor:select:0,Błękitny:0,1
461,Kolor:select:1,Lazurowy:1,2
461,Wielkość:select:0,Mały:0,1
461,Wielkość:select:1,Bardzo mały:1,2
462,Kolor:select:0,Pomarańczowy:0,1
462,Wielkość:select:0,Średni:0,1
462,Wielkość:select:1,Bardzo duży:1,2
463,Kolor:select:0,Burgundowy:0,1
463,Kolor:select:1,Niebieski:1,2
463,Wielkość:select:0,Bardzo mały:0,1
463,Wielkość:select:1,Duży:1,2
464,Kolor:select:0,Czerwony:0,1
464,Kolor:select:1,Niebieski:1,2
464,Wielkość:select:0,Duży:0,1
464,Wielkość:select:1,Mały:1,2
465,Kolor:select:0,Zielony:0,1
465,Kolor:select:1,Lazurowy:1,2
465,Kolor:select:2,Pomarańczowy:2,3
465,Wielkość:select:0,Duży:0,1
465,Wielkość:select:1,Bardzo duży:1,2
466,Kolor:select:0,Niebieski:0,1
466,Kolor:select:1,Burgundowy:1,2
466,Kolor:select:2,Czerwony:2,3
466,Wielkość:select:0,Średni:0,1
466,Wielkość:select:1,Duży:1,2
467,Kolor:select:0,Niebieski:0,1
467,Kolor:select:1,Pomarańczowy:1,2
467,Wielkość:select:0,Bardzo mały:0,1
468,Kolor:select:0,Zielony:0,1
468,Wielkość:select:0,Duży:0,1
468,Wielkość:select:1,Bardzo mały:1,2
469,Kolor:select:0,Niebieski:0,1
469,Kolor:select:1,Błękitny:1,2
469,Wielkość:select:0,Mały:0,1
469,Wielkość:select:1,Bardzo mały:1,2
470,Kolor:select:0,Burgundowy:0,1
470,Wielkość:select:0,Duży:0,1
471,Kolor:select:0,Czerwony:0,1
471,Kolor:select:1,Zielony:1,2
471,Wielkość:select:0,Mały:0,1
471,Wielkość:select:1,Bardzo mały:1,2
472,Kolor:select:0,Zielony:0,1
472,Kolor:select:1,Błękitny:1,2
472,Kolor:select:2,Pomarańczowy:2,3
472,Wielkość:select:0,Duży:0,1
472,Wielkość:select:1,Średni:1,2
473,Kolor:select:0,Burgundowy:0,1
473,Kolor:select:1,Czerwony:1,2
473,Wielkość:select:0,Duży:0,1
474,Kolor:select:0,Błękitny:0,1
474,Wielkość:select:0,Duży:0,1
475,Kolor:select:0,Burgundowy:0,1
475,Kolor:select:1,Lazurowy:1,2
475,Wielkość:select:0,Bardzo duży:0,1
476,Kolor:select:0,Niebieski:0,1
476,Kolor:select:1,Pomarańczowy:1,2
476,Wielkość:select:0,Duży:0,1
477,Kolor:select:0,Niebieski:0,1
477,Kolor:select:1,Błękitny:1,2
477,Kolor:select:2,Lazurowy:2,3
477,Wielkość:select:0,Bardzo mały:0,1
478,Kolor:select:0,Błękitny:0,1
478,Kolor:select:1,Zielony:1,2
478,Kolor:select:2,Lazurowy:2,3
478,Wielkość:select:0,Duży:0,1
478,Wielkość:select:1,Bardzo mały:1,2
479,Kolor:select:0,Czerwony:0,1
479,Kolor:select:1,Zielony:1,2
479,Kolor:select:2,Błękitny:2,3
479,Wielkość:select:0,Mały:0,1
480,Kolor:select:0,Niebieski:0,1
480,Kolor:select:1,Lazurowy:1,2
480,Kolor:select:2,Błękitny:2,3
480,Wielkość:select:0,Bardzo mały:0,1
480,Wielkość:select:1,Średni:1,2
481,Kolor:select:0,Czerwony:0,1
481,Wielkość:select:0,Średni:0,1
482,Kolor:select:0,Lazurowy:0,1
482,Kolor:select:1,Pomarańczowy:1,2
482,Kolor:select:2,Zielony:2,3
482,Wielkość:select:0,Duży:0,1
482,Wielkość:select:1,Bardzo mały:1,2
483,Kolor:select:0,Lazurowy:0,1
483,Kolor:select:1,Burgundowy:1,2
483,Kolor:select:2,Pomarańczowy:2,3
483,Wielkość:select:0,Duży:0,1
484,Kolor:select:0,Pomarańczowy:0,1
484,Kolor:select:1,Niebieski:1,2
484,Wielkość:select:0,Duży:0,1
485,Kolor:select:0,Niebieski:0,1
485,Kolor:select:1,Błękitny:1,2
485,Kolor:select:2,Burgundowy:2,3
485,Wielkość:select:0,Bardzo duży:0,1
485,Wielkość:select:1,Średni:1,2
486,Kolor:select:0,Burgundowy:0,1
486,Wielkość:select:0,Bardzo mały:0,1
487,Kolor:select:0,Niebieski:0,1
487,Wielkość:select:0,Bardzo mały:0,1
488,Kolor:select:0,Czerwony:0,1
488,Wielkość:select:0,Średni:0,1
489,Kolor:select:0,Zielony:0,1
489,Wielkość:select:0,Mały:0,1
489,Wielkość:select:1,Bardzo duży:1,2
490,Kolor:select:0,Błękitny:0,1
490,Kolor:select:1,Lazurowy:1,2
490,Wielkość:select:0,Duży:0,1
490,Wielkość:select:1,Bardzo duży:1,2
491,Kolor:select:0,Lazurowy:0,1
491,Kolor:select:1,Błękitny:1,2
491,Wielkość:select:0,Bardzo duży:0,1
492,Kolor:select:0,Niebieski:0,1
492,Kolor:select:1,Błękitny:1,2
492,Kolor:select:2,Zielony:2,3
492,Wielkość:select:0,Średni:0,1
492,Wielkość:select:1,Bardzo duży:1,2
493,Kolor:select:0,Błękitny:0,1
493,Wielkość:select:0,Średni:0,1
493,Wielkość:select:1,Bardzo mały:1,2
494,Kolor:select:0,Burgundowy:0,1
494,Wielkość:select:0,Bardzo duży:0,1
495,Kolor:select:0,Zielony:0,1
495,Wielkość:select:0,Bardzo mały:0,1
495,Wielkość:select:1,Bardzo duży:1,2
496,Kolor:select:0,Zielony:0,1
496,Kolor:select:1,Burgundowy:1,2
496,Kolor:select:2,Niebieski:2,3
496,Wielkość:select:0,Duży:0,1
496,Wielkość:select:1,Bardzo mały:1,2
497,Kolor:select:0,Zielony:0,1
497,Kolor:select:1,Lazurowy:1,2
497,Kolor:select:2,Czerwony:2,3
497,Wielkość:select:0,Średni:0,1
498,Kolor:select:0,Błękitny:0,1
498,Wielkość:select:0,Średni:0,1
499,Kolor:select:0,Niebieski:0,1
499,Kolor:select:1,Czerwony:1,2
499,Kolor:select:2,Lazurowy:2,3
499,Wielkość:select:0,Średni:0,1
499,Wielkość:select:1,Bardzo duży:1,2
500,Kolor:select:0,Czerwony:0,1
500,Kolor:select:1,Zielony:1,2
500,Kolor:select:2,Burgundowy:2,3
500,Wielkość:select:0,Średni:0,1
500,Wielkość:select:1,Mały:1,2
501,Kolor:select:0,Czerwony:0,1
501,Wielkość:select:0,Bardzo mały:0,1
502,Kolor:select:0,Zielony:0,1
502,Kolor:select:1,Lazurowy:1,2
502,Kolor:select:2,Czerwony:2,3
502,Wielkość:select:0,Bardzo duży:0,1
503,Kolor:select:0,Zielony:0,1
503,Wielkość:select:0,Duży:0,1
504,Kolor:select:0,Pomarańczowy:0,1
504,Kolor:select:1,Lazurowy:1,2
504,Kolor:select:2,Burgundowy:2,3
504,Wielkość:select:0,Bardzo duży:0,1
504,Wielkość:select:1,Bardzo mały:1,2
505,Kolor:select:0,Zielony:0,1
505,Kolor:select:1,Niebieski:1,2
505,Kolor:select:2,Pomarańczowy:2,3
505,Wielkość:select:0,Duży:0,1
505,Wielkość:select:1,Średni:1,2
506,Kolor:select:0,Lazurowy:0,1
506,Wielkość:select:0,Bardzo mały:0,1
507,Kolor:select:0,Zielony:0,1
507,Kolor:select:1,Niebieski:1,2
507,Wielkość:select:0,Mały:0,1
508,Kolor:select:0,Pomarańczowy:0,1
508,Kolor:select:1,Burgundowy:1,2
508,Kolor:select:2,Zielony:2,3
508,Wielkość:select:0,Mały:0,1
509,Kolor:select:0,Lazurowy:0,1
509,Kolor:select:1,Zielony:1,2
509,Wielkość:select:0,Bardzo mały:0,1
510,Kolor:select:0,Lazurowy:0,1
510,Kolor:select:1,Czerwony:1,2
510,Kolor:select:2,Błękitny:2,3
510,Wielkość:select:0,Mały:0,1
510,Wielkość:select:1,Bardzo duży:1,2
511,Kolor:select:0,Pomarańczowy:0,1
511,Wielkość:select:0,Mały:0,1
511,Wielkość:select:1,Średni:1,2
512,Kolor:select:0,Czerwony:0,1
512,Kolor:select:1,Zielony:1,2
512,Kolor:select:2,Pomarańczowy:2,3
512,Wielkość:select:0,Mały:0,1
513,Kolor:select:0,Zielony:0,1
513,Wielkość:select:0,Średni:0,1
514,Kolor:select:0,Czerwony:0,1
514,Kolor:select:1,Burgundowy:1,2
514,Kolor:select:2,Zielony:2,3
514,Wielkość:select:0,Średni:0,1
515,Kolor:select:0,Pomarańczowy:0,1
515,Wielkość:select:0,Średni:0,1
516,Kolor:select:0,Błękitny:0,1
516,Wielkość:select:0,Średni:0,1
517,Kolor:select:0,Pomarańczowy:0,1
517,Kolor:select:1,Błękitny:1,2
517,Kolor:select:2,Czerwony:2,3
517,Wielkość:select:0,Duży:0,1
518,Kolor:select:0,Lazurowy:0,1
518,Wielkość:select:0,Bardzo mały:0,1
519,Kolor:select:0,Błękitny:0,1
519,Kolor:select:1,Pomarańczowy:1,2
519,Kolor:select:2,Niebieski:2,3
519,Wielkość:select:0,Bardzo mały:0,1
519,Wielkość:select:1,Duży:1,2
520,Kolor:select:0,Błękitny:0,1
520,Kolor:select:1,Pomarańczowy:1,2
520,Wielkość:select:0,Mały:0,1
520,Wielkość:select:1,Bardzo duży:1,2
521,Kolor:select:0,Błękitny:0,1
521,Wielkość:select:0,Duży:0,1
521,Wielkość:select:1,Mały:1,2
522,Kolor:select:0,Niebieski:0,1
522,Kolor:select:1,Pomarańczowy:1,2
522,Wielkość:select:0,Średni:0,1
522,Wielkość:select:1,Bardzo duży:1,2
523,Kolor:select:0,Lazurowy:0,1
523,Wielkość:select:0,Bardzo mały:0,1
524,Kolor:select:0,Czerwony:0,1
524,Kolor:select:1,Burgundowy:1,2
524,Kolor:select:2,Pomarańczowy:2,3
524,Wielkość:select:0,Mały:0,1
524,Wielkość:select:1,Bardzo mały:1,2
525,Kolor:select:0,Błękitny:0,1
525,Kolor:select:1,Lazurowy:1,2
525,Kolor:select:2,Niebieski:2,3
525,Wielkość:select:0,Duży:0,1
525,Wielkość:select:1,Średni:1,2
526,Kolor:select:0,Pomarańczowy:0,1
526,Kolor:select:1,Burgundowy:1,2
526,Kolor:select:2,Czerwony:2,3
526,Wielkość:select:0,Bardzo duży:0,1
526,Wielkość:select:1,Bardzo mały:1,2
527,Kolor:select:0,Burgundowy:0,1
527,Kolor:select:1,Pomarańczowy:1,2
527,Kolor:select:2,Lazurowy:2,3
527,Wielkość:select:0,Średni:0,1
527,Wielkość:select:1,Bardzo mały:1,2
528,Kolor:select:0,Burgundowy:0,1
528,Kolor:select:1,Błękitny:1,2
528,Wielkość:select:0,Mały:0,1
528,Wielkość:select:1,Bardzo mały:1,2
529,Kolor:select:0,Niebieski:0,1
529,Kolor:select:1,Zielony:1,2
529,Kolor:select:2,Lazurowy:2,3
529,Wielkość:select:0,Bardzo mały:0,1
530,Kolor:select:0,Niebieski:0,1
530,Wielkość:select:0,Duży:0,1
531,Kolor:select:0,Lazurowy:0,1
531,Kolor:select:1,Błękitny:1,2
531,Wielkość:select:0,Duży:0,1
532,Kolor:select:0,Burgundowy:0,1
532,Kolor:select:1,Niebieski:1,2
532,Wielkość:select:0,Mały:0,1
532,Wielkość:select:1,Średni:1,2
533,Kolor:select:0,Czerwony:0,1
533,Kolor:select:1,Lazurowy:1,2
533,Wielkość:select:0,Duży:0,1
533,Wielkość:select:1,Bardzo mały:1,2
534,Kolor:select:0,Zielony:0,1
534,Wielkość:select:0,Średni:0,1
534,Wielkość:select:1,Duży:1,2
535,Kolor:select:0,Zielony:0,1
535,Kolor:select:1,Pomarańczowy:1,2
535,Wielkość:select:0,Średni:0,1
536,Kolor:select:0,Burgundowy:0,1
536,Wielkość:select:0,Duży:0,1
537,Kolor:select:0,Niebieski:0,1
537,Kolor:select:1,Pomarańczowy:1,2
537,Kolor:select:2,Burgundowy:2,3
537,Wielkość:select:0,Średni:0,1
538,Kolor:select:0,Burgundowy:0,1
538,Wielkość:select:0,Bardzo duży:0,1
539,Kolor:select:0,Zielony:0,1
539,Wielkość:select:0,Bardzo mały:0,1
540,Kolor:select:0,Zielony:0,1
540,Wielkość:select:0,Bardzo duży:0,1
541,Kolor:select:0,Lazurowy:0,1
541,Kolor:select:1,Niebieski:1,2
541,Kolor:select:2,Czerwony:2,3
541,Wielkość:select:0,Bardzo duży:0,1
541,Wielkość:select:1,Bardzo mały:1,2
542,Kolor:select:0,Pomarańczowy:0,1
542,Kolor:select:1,Lazurowy:1,2
542,Kolor:select:2,Burgundowy:2,3
542,Wielkość:select:0,Bardzo mały:0,1
542,Wielkość:select:1,Duży:1,2
543,Kolor:select:0,Błękitny:0,1
543,Kolor:select:1,Zielony:1,2
543,Wielkość:select:0,Bardzo mały:0,1
543,Wielkość:select:1,Bardzo duży:1,2
544,Kolor:select:0,Burgundowy:0,1
544,Kolor:select:1,Błękitny:1,2
544,Wielkość:select:0,Bardzo mały:0,1
545,Kolor:select:0,Czerwony:0,1
545,Kolor:select:1,Zielony:1,2
545,Kolor:select:2,Błękitny:2,3
545,Wielkość:select:0,Bardzo duży:0,1
546,Kolor:select:0,Niebieski:0,1
546,Kolor:select:1,Burgundowy:1,2
546,Wielkość:select:0,Bardzo mały:0,1
546,Wielkość:select:1,Mały:1,2
547,Kolor:select:0,Błękitny:0,1
547,Wielkość:select:0,Bardzo duży:0,1
548,Kolor:select:0,Zielony:0,1
548,Kolor:select:1,Niebieski:1,2
548,Kolor:select:2,Lazurowy:2,3
548,Wielkość:select:0,Średni:0,1
548,Wielkość:select:1,Bardzo duży:1,2
549,Kolor:select:0,Pomarańczowy:0,1
549,Wielkość:select:0,Bardzo mały:0,1
549,Wielkość:select:1,Mały:1,2
550,Kolor:select:0,Pomarańczowy:0,1
550,Kolor:select:1,Burgundowy:1,2
550,Wielkość:select:0,Bardzo mały:0,1
550,Wielkość:select:1,Bardzo duży:1,2
551,Kolor:select:0,Czerwony:0,1
551,Kolor:select:1,Lazurowy:1,2
551,Kolor:select:2,Burgundowy:2,3
551,Wielkość:select:0,Duży:0,1
